ds_holidays,holiday,ds,country,code,country_official_name,lower_window,upper_window,prior_scale,source
2020-05-25,Eid al-Fitr,2020-06-01,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-26,Eid al-Fitr,2020-06-02,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-07,Christmas,2021-01-14,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day,2021-05-08,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-23,Feast of the Sacrifice,2021-07-30,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-23,Sinai Liberation Day,2021-07-30,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-06,Armed Forces Day,2021-10-13,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-03,Sham El Nessim,2021-05-10,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-10,Islamic New Year,2021-08-17,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-19,Birth of Prophet,2021-10-26,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Eid al-Fitr,2021-05-20,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-14,Eid al-Fitr,2021-05-21,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-15,Eid al-Fitr,2021-05-22,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-20,Feast of the Sacrifice,2021-07-27,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-21,Feast of the Sacrifice,2021-07-28,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-22,Feast of the Sacrifice,2021-07-29,Egypt,EG,Arab Republic of Egypt,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajador,2020-05-08,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Asunción de la Virgen,2020-08-22,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-12,Día de la Hispanidad,2020-10-19,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Todos los Santos,2020-11-08,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-06,Día de la constitución Española,2020-12-13,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-08,La Inmaculada Concepción,2020-12-15,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad,2021-01-01,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Año nuevo,2021-01-08,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-06,Epifanía del Señor,2021-01-13,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajador,2021-05-08,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Asunción de la Virgen,2021-08-22,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-12,Día de la Hispanidad,2021-10-19,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Todos los Santos,2021-11-08,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-06,Día de la constitución Española,2021-12-13,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-08,La Inmaculada Concepción,2021-12-15,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad,2022-01-01,Spain,ES,Kingdom of Spain,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Pitkäperjantai,2020-04-17,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Pääsiäispäivä,2020-04-19,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,2. pääsiäispäivä,2020-04-20,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Vappu,2020-05-08,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Helatorstai,2020-05-28,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-31,Helluntaipäivä,2020-06-07,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-20,Juhannuspäivä,2020-06-27,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-31,Pyhäinpäivä,2020-11-07,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-06,Itsenäisyyspäivä,2020-12-13,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Joulupäivä,2021-01-01,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Tapaninpäivä,2021-01-02,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-19,Juhannusaatto,2020-06-26,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-24,Jouluaatto,2020-12-31,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Uudenvuodenpäivä,2021-01-08,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-06,Loppiainen,2021-01-13,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Pitkäperjantai,2021-04-09,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Pääsiäispäivä,2021-04-11,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,2. pääsiäispäivä,2021-04-12,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Vappu,2021-05-08,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Helatorstai,2021-05-20,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-23,Helluntaipäivä,2021-05-30,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-26,Juhannuspäivä,2021-07-03,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-06,Pyhäinpäivä,2021-11-13,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-06,Itsenäisyyspäivä,2021-12-13,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Joulupäivä,2022-01-01,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Tapaninpäivä,2022-01-02,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-25,Juhannusaatto,2021-07-02,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Jouluaatto,2021-12-31,Finland,FI,Republic of Finland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Fête du Travail,2020-05-08,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-08,Armistice 1945,2020-05-15,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-14,Fête nationale,2020-07-21,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-11,Armistice 1918,2020-11-18,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Lundi de Pâques,2020-04-20,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Lundi de Pentecôte,2020-06-08,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Ascension,2020-05-28,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Assomption,2020-08-22,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Toussaint,2020-11-08,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Noël,2021-01-01,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Jour de l'an,2021-01-08,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Fête du Travail,2021-05-08,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-08,Armistice 1945,2021-05-15,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-14,Fête nationale,2021-07-21,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-11,Armistice 1918,2021-11-18,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Lundi de Pâques,2021-04-12,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Lundi de Pentecôte,2021-05-31,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Ascension,2021-05-20,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Assomption,2021-08-22,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Toussaint,2021-11-08,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Noël,2022-01-01,France,FR,French Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-17,St. Patrick's Day [Northern Ireland],2020-03-24,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Good Friday,2020-04-17,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Easter Monday [England,2020-04-20,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Wales,2020-04-20,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Northern Ireland],2020-04-20,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-08,May Day,2020-05-15,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-25,Spring Bank Holiday,2020-06-01,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-12,Battle of the Boyne [Northern Ireland],2020-07-19,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-03,Summer Bank Holiday [Scotland],2020-08-10,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-31,Late Summer Bank Holiday [England,2020-09-07,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-31,Wales,2020-09-07,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-31,Northern Ireland],2020-09-07,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-30,St. Andrew's Day [Scotland],2020-12-07,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Boxing Day,2021-01-02,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-28,Boxing Day (Observed),2021-01-04,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-02,New Year Holiday [Scotland],2021-01-09,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-04,New Year Holiday [Scotland] (Observed),2021-01-11,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-17,St. Patrick's Day [Northern Ireland],2021-03-24,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Good Friday,2021-04-09,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Easter Monday [England,2021-04-12,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Wales,2021-04-12,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Northern Ireland],2021-04-12,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-03,May Day,2021-05-10,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-31,Spring Bank Holiday,2021-06-07,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-12,Battle of the Boyne [Northern Ireland],2021-07-19,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-02,Summer Bank Holiday [Scotland],2021-08-09,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-30,Late Summer Bank Holiday [England,2021-09-06,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-30,Wales,2021-09-06,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-30,Northern Ireland],2021-09-06,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-30,St. Andrew's Day [Scotland],2021-12-07,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-27,Christmas Day (Observed),2022-01-03,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Boxing Day,2022-01-02,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-28,Boxing Day (Observed),2022-01-04,United Kingdom,GB,United Kingdom of Great Britain and Northern Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-02,Καθαρά Δευτέρα [Clean Monday],2020-03-09,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-25,Εικοστή Πέμπτη Μαρτίου [Independence Day],2020-04-01,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-20,Δευτέρα του Πάσχα [Easter Monday],2020-04-27,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Εργατική Πρωτομαγιά [Labour day],2020-05-08,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-08,Δευτέρα του Αγίου Πνεύματος [Monday of the Holy Spirit],2020-06-15,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Κοίμηση της Θεοτόκου [Assumption of Mary],2020-08-22,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-28,Ημέρα του Όχι [Ochi Day],2020-11-04,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Χριστούγεννα [Christmas],2021-01-01,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Επόμενη ημέρα των Χριστουγέννων [Day after Christmas],2021-01-02,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Πρωτοχρονιά [New Year's Day],2021-01-08,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-06,Θεοφάνεια [Epiphany],2021-01-13,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-15,Καθαρά Δευτέρα [Clean Monday],2021-03-22,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-25,Εικοστή Πέμπτη Μαρτίου [Independence Day],2021-04-01,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-03,Δευτέρα του Πάσχα [Easter Monday],2021-05-10,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Εργατική Πρωτομαγιά [Labour day],2021-05-08,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-21,Δευτέρα του Αγίου Πνεύματος [Monday of the Holy Spirit],2021-06-28,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Κοίμηση της Θεοτόκου [Assumption of Mary],2021-08-22,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-28,Ημέρα του Όχι [Ochi Day],2021-11-04,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Χριστούγεννα [Christmas],2022-01-01,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Επόμενη ημέρα των Χριστουγέννων [Day after Christmas],2022-01-02,Greece,GR,Hellenic Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-02-03,Día de la virgen de Suyapa [Our Lady of Suyapa] (Observed),2020-02-10,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-19,Día del Padre [Father's Day] (Observed),2020-03-26,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Jueves Santo [Maundy Thursday],2020-04-16,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Viernes Santo [Good Friday],2020-04-17,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-11,Sábado de Gloria [Holy Saturday],2020-04-18,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Domingo de Resurrección [Easter Sunday],2020-04-19,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-14,Día de las Américas [America Day],2020-04-21,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajo [Labour Day],2020-05-08,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-10,Día de la madre [Mother's Day] (Observed),2020-05-17,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-10,Día del niño [Children day] (Observed),2020-09-17,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-15,Día de la Independencia [Independence Day],2020-09-22,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-17,Día del Maestro [Teacher's day] (Observed),2020-09-24,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-03,Semana Morazánica [Morazan Weekend],2020-10-10,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-04,Semana Morazánica [Morazan Weekend],2020-10-11,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-05,Semana Morazánica [Morazan Weekend],2020-10-12,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad [Christmas],2021-01-01,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Año Nuevo [New Year's Day],2021-01-08,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-06,Día de los Reyes Magos [The Three Wise Men Day] (Observed),2021-01-13,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-03,Día de la virgen de Suyapa [Our Lady of Suyapa] (Observed),2021-02-10,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-19,Día del Padre [Father's Day] (Observed),2021-03-26,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Jueves Santo [Maundy Thursday],2021-04-08,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Viernes Santo [Good Friday],2021-04-09,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-03,Sábado de Gloria [Holy Saturday],2021-04-10,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Domingo de Resurrección [Easter Sunday],2021-04-11,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-14,Día de las Américas [America Day],2021-04-21,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajo [Labour Day],2021-05-08,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-09,Día de la madre [Mother's Day] (Observed),2021-05-16,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-10,Día del niño [Children day] (Observed),2021-09-17,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-15,Día de la Independencia [Independence Day],2021-09-22,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-17,Día del Maestro [Teacher's day] (Observed),2021-09-24,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-03,Semana Morazánica [Morazan Weekend],2021-10-10,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-04,Semana Morazánica [Morazan Weekend],2021-10-11,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-05,Semana Morazánica [Morazan Weekend],2021-10-12,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad [Christmas],2022-01-01,Honduras,HN,Republic of Honduras,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Uskrs,2020-04-19,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Uskrsni ponedjeljak,2020-04-20,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-11,Tijelovo,2020-06-18,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Međunarodni praznik rada,2020-05-08,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-22,Dan antifašističke borbe,2020-06-29,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-05,Dan pobjede i domovinske zahvalnosti,2020-08-12,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Velika Gospa,2020-08-22,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-08,Dan neovisnosti,2020-10-15,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Svi sveti,2020-11-08,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-18,Dan sjećanja,2020-11-25,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Božić,2021-01-01,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Sveti Stjepan,2021-01-02,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Nova Godina,2021-01-08,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-06,Sveta tri kralja,2021-01-13,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Uskrs,2021-04-11,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Uskrsni ponedjeljak,2021-04-12,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-03,Tijelovo,2021-06-10,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Međunarodni praznik rada,2021-05-08,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-22,Dan antifašističke borbe,2021-06-29,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-05,Dan pobjede i domovinske zahvalnosti,2021-08-12,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Velika Gospa,2021-08-22,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-08,Dan neovisnosti,2021-10-15,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
