,Unnamed: 0,customerid,event_timestamp,exited
64,64,15592461,2016-02-10 10:21:52+00:00,0
65,65,15789484,2016-02-10 10:47:49+00:00,0
66,66,15696061,2016-02-10 11:09:08+00:00,0
67,67,15641582,2016-02-10 11:09:08+00:00,0
68,68,15638424,2016-02-10 11:55:16+00:00,0
69,69,15755648,2016-02-10 12:54:39+00:00,0
70,70,15703793,2016-02-10 13:34:10+00:00,1
71,71,15620344,2016-02-10 13:59:39+00:00,0
72,72,15812518,2016-02-10 14:57:58+00:00,0
73,73,15779052,2016-02-10 14:59:15+00:00,0
74,74,15770811,2016-02-10 15:31:15+00:00,0
75,75,15780961,2016-02-10 15:31:15+00:00,0
76,76,15614049,2016-02-10 15:31:15+00:00,0
77,77,15662085,2016-02-10 16:06:41+00:00,0
78,78,15575185,2016-02-10 17:01:25+00:00,0
79,79,15803136,2016-02-10 17:30:32+00:00,0
80,80,15706021,2016-02-10 21:05:16+00:00,0
81,81,15663706,2016-02-11 05:25:17+00:00,1
82,82,15641732,2016-02-11 05:25:17+00:00,0
83,83,15701164,2016-02-11 05:35:40+00:00,0
84,84,15738751,2016-02-11 06:25:19+00:00,0
85,85,15805254,2016-02-11 06:25:19+00:00,0
86,86,15762418,2016-02-11 06:26:40+00:00,1
87,87,15625759,2016-02-11 06:35:24+00:00,0
88,88,15622897,2016-02-11 06:53:49+00:00,1
89,89,15767954,2016-02-11 06:53:49+00:00,0
90,90,15757535,2016-02-11 06:53:49+00:00,1
91,91,15731511,2016-02-11 07:22:41+00:00,0
92,92,15809248,2016-02-11 07:20:03+00:00,0
93,93,15640635,2016-02-11 07:20:03+00:00,0
94,94,15676966,2016-02-11 07:29:07+00:00,0
95,95,15699461,2016-02-11 07:45:24+00:00,0
96,96,15738721,2016-02-11 07:45:23+00:00,0
97,97,15693683,2016-02-11 07:47:57+00:00,0
98,98,15604348,2016-02-11 07:47:57+00:00,0
99,99,15633059,2016-02-11 07:58:15+00:00,0
100,100,15808582,2016-02-11 08:28:42+00:00,0
101,101,15743192,2016-02-11 08:40:21+00:00,0
102,102,15580146,2016-02-11 08:42:57+00:00,0
103,103,15776605,2016-02-11 08:47:51+00:00,0
104,104,15804919,2016-02-11 08:50:25+00:00,1
105,105,15613854,2016-02-11 09:06:59+00:00,1
106,106,15599195,2016-02-11 09:37:48+00:00,0
107,107,15812878,2016-02-11 09:41:40+00:00,0
108,108,15602312,2016-02-11 10:33:42+00:00,0
109,109,15744689,2016-02-11 10:33:42+00:00,1
110,110,15803526,2016-02-11 11:42:07+00:00,0
111,111,15665790,2016-02-11 12:02:32+00:00,0
112,112,15715951,2016-02-11 11:58:42+00:00,0
113,113,15591100,2016-02-11 12:12:31+00:00,0
114,114,15609618,2016-02-11 13:25:43+00:00,1
115,115,15675522,2016-02-11 13:30:58+00:00,0
116,116,15705512,2016-02-11 13:56:40+00:00,0
117,117,15698028,2016-02-11 13:56:40+00:00,0
118,118,15661670,2016-02-11 14:53:15+00:00,1
119,119,15600781,2016-02-11 15:08:42+00:00,0
120,120,15682472,2016-02-11 15:34:43+00:00,0
121,121,15580203,2016-02-11 16:56:28+00:00,0
122,122,15690673,2016-02-11 17:02:59+00:00,0
123,123,15760085,2016-02-11 17:15:22+00:00,0
124,124,15779659,2016-02-11 17:15:22+00:00,0
125,125,15627360,2016-02-11 17:16:39+00:00,1
126,126,15671137,2016-02-11 17:16:39+00:00,1
127,127,15782688,2016-02-11 18:01:57+00:00,1
128,128,15575492,2016-02-11 18:34:41+00:00,0
129,129,15591607,2016-02-11 18:33:23+00:00,0
130,130,15740404,2016-02-11 19:11:02+00:00,0
131,131,15718369,2016-02-11 19:12:21+00:00,0
132,132,15677871,2016-02-11 19:16:19+00:00,0
133,133,15642004,2016-02-11 19:21:41+00:00,0
134,134,15712543,2016-02-11 19:57:31+00:00,0
135,135,15584518,2016-02-11 19:57:31+00:00,0
136,136,15802381,2016-02-11 19:58:48+00:00,0
137,137,15610156,2016-02-11 20:09:17+00:00,0
138,138,15594408,2016-02-11 20:58:41+00:00,1
139,139,15640905,2016-02-12 10:07:44+00:00,1
140,140,15698932,2016-02-12 16:15:51+00:00,0
141,141,15724944,2016-02-12 19:29:53+00:00,0
142,142,15628145,2016-02-12 22:22:57+00:00,0
143,143,15713483,2016-02-12 22:26:48+00:00,1
144,144,15612350,2016-02-12 22:28:05+00:00,1
145,145,15800703,2016-02-12 22:28:05+00:00,0
146,146,15705707,2016-02-12 22:26:48+00:00,0
147,147,15754105,2016-02-12 23:04:14+00:00,0
148,148,15703264,2016-02-12 23:04:14+00:00,0
149,149,15794413,2016-02-12 23:04:14+00:00,0
150,150,15650237,2016-02-13 04:56:20+00:00,0
151,151,15759618,2016-02-13 07:14:41+00:00,1
152,152,15811589,2016-02-13 09:13:49+00:00,0
153,153,15689044,2016-02-13 16:00:59+00:00,0
154,154,15709368,2016-02-13 18:06:41+00:00,0
155,155,15679145,2016-02-13 18:48:40+00:00,1
156,156,15655007,2016-02-13 18:48:40+00:00,0
157,157,15623595,2016-02-13 22:20:43+00:00,0
158,158,15589975,2016-02-14 03:58:33+00:00,0
159,159,15804017,2016-02-14 05:26:58+00:00,0
160,160,15692132,2016-02-14 16:30:40+00:00,0
161,161,15641122,2016-02-14 16:38:40+00:00,0
162,162,15630910,2016-02-14 17:40:17+00:00,0
163,163,15680772,2016-02-14 18:02:32+00:00,0
164,164,15658929,2016-02-14 18:03:51+00:00,1
165,165,15585388,2016-02-14 18:25:41+00:00,0
166,166,15724623,2016-02-15 02:01:29+00:00,1
167,167,15588537,2016-02-15 03:06:11+00:00,0
168,168,15574692,2016-02-15 04:32:48+00:00,1
169,169,15611325,2016-02-15 05:10:51+00:00,0
170,170,15587562,2016-02-15 05:45:22+00:00,0
171,171,15613172,2016-02-15 06:15:54+00:00,0
172,172,15651022,2016-02-15 06:18:26+00:00,1
173,173,15586310,2016-02-15 06:37:42+00:00,0
174,174,15625524,2016-02-15 06:57:57+00:00,0
175,175,15755209,2016-02-15 07:01:46+00:00,0
176,176,15645248,2016-02-15 07:13:27+00:00,0
177,177,15790355,2016-02-15 07:14:44+00:00,0
178,178,15762615,2016-02-15 07:14:44+00:00,0
179,179,15625426,2016-02-15 07:34:04+00:00,1
180,180,15716334,2016-02-15 07:34:04+00:00,0
181,181,15789669,2016-02-15 07:34:04+00:00,0
182,182,15621075,2016-02-15 08:54:54+00:00,0
183,183,15810845,2016-02-15 08:54:54+00:00,0
184,184,15719377,2016-02-15 10:06:20+00:00,1
185,185,15654506,2016-02-15 10:56:40+00:00,0
186,186,15771977,2016-02-15 10:56:40+00:00,0
187,187,15708710,2016-02-15 11:21:10+00:00,0
188,188,15726676,2016-02-15 12:26:40+00:00,0
189,189,15587421,2016-02-15 13:03:46+00:00,0
190,190,15726931,2016-02-15 14:07:41+00:00,1
191,191,15771086,2016-02-15 14:48:00+00:00,0
192,192,15756850,2016-02-15 14:48:00+00:00,0
193,193,15702741,2016-02-15 16:21:40+00:00,0
194,194,15679200,2016-02-15 16:38:32+00:00,0
195,195,15594815,2016-02-15 19:02:45+00:00,0
196,196,15635905,2016-02-15 20:46:40+00:00,0
197,197,15777892,2016-02-15 20:46:40+00:00,0
198,198,15656176,2016-02-15 23:04:19+00:00,0
199,199,15811127,2016-02-15 23:04:19+00:00,0
200,200,15604482,2016-02-15 23:51:06+00:00,0
201,201,15622911,2016-02-16 00:29:59+00:00,0
202,202,15600974,2016-02-16 00:29:59+00:00,1
203,203,15727868,2016-02-16 02:45:16+00:00,1
204,204,15627801,2016-02-16 04:54:40+00:00,0
205,205,15773039,2016-02-16 04:55:56+00:00,0
206,206,15755262,2016-02-16 06:02:12+00:00,1
207,207,15679531,2016-02-16 06:09:59+00:00,0
208,208,15684181,2016-02-16 06:08:42+00:00,1
209,209,15612087,2016-02-16 07:40:21+00:00,0
210,210,15752047,2016-02-16 08:12:40+00:00,0
211,211,15624592,2016-02-16 08:11:18+00:00,0
212,212,15573152,2016-02-16 08:17:49+00:00,0
213,213,15594917,2016-02-16 08:23:57+00:00,0
214,214,15785542,2016-02-16 08:59:39+00:00,0
215,215,15723488,2016-02-16 08:59:39+00:00,1
216,216,15680920,2016-02-16 08:59:39+00:00,0
217,217,15786308,2016-02-16 08:59:39+00:00,0
218,218,15659366,2016-02-16 08:59:39+00:00,1
219,219,15774854,2016-02-16 09:01:58+00:00,1
220,220,15725311,2016-02-16 09:13:17+00:00,0
221,221,15787155,2016-02-16 09:18:13+00:00,0
222,222,15727829,2016-02-16 09:32:26+00:00,0
223,223,15733247,2016-02-16 09:41:14+00:00,1
224,224,15568748,2016-02-16 09:54:12+00:00,1
225,225,15699029,2016-02-16 09:58:03+00:00,0
226,226,15774393,2016-02-16 10:05:57+00:00,0
227,227,15676895,2016-02-16 10:12:23+00:00,1
228,228,15637753,2016-02-16 11:46:40+00:00,1
229,229,15605461,2016-02-16 11:46:40+00:00,0
230,230,15808473,2016-02-16 12:08:17+00:00,0
231,231,15627000,2016-02-16 12:18:42+00:00,0
232,232,15787174,2016-02-16 12:40:34+00:00,0
233,233,15723886,2016-02-16 13:47:40+00:00,0
234,234,15704769,2016-02-16 13:47:40+00:00,0
235,235,15772896,2016-02-16 14:36:56+00:00,1
236,236,15711540,2016-02-16 14:38:16+00:00,0
237,237,15764866,2016-02-16 15:26:16+00:00,1
238,238,15794056,2016-02-16 15:46:00+00:00,1
239,239,15795149,2016-02-16 16:25:43+00:00,0
240,240,15812009,2016-02-16 16:42:32+00:00,0
241,241,15651001,2016-02-16 16:43:51+00:00,0
242,242,15813844,2016-02-16 16:47:47+00:00,0
243,243,15596175,2016-02-16 17:45:19+00:00,1
244,244,15576269,2016-02-16 18:13:50+00:00,0
245,245,15797219,2016-02-16 18:13:50+00:00,1
246,246,15685500,2016-02-16 18:13:50+00:00,0
247,247,15599792,2016-02-17 00:52:54+00:00,0
248,248,15657566,2016-02-17 01:46:49+00:00,0
249,249,15772423,2016-02-17 04:16:32+00:00,1
250,250,15628112,2016-02-17 07:17:47+00:00,0
251,251,15753754,2016-02-17 07:22:54+00:00,0
252,252,15793726,2016-02-17 07:57:01+00:00,0
253,253,15694717,2016-02-17 07:57:01+00:00,0
254,254,15665834,2016-02-17 08:08:41+00:00,0
255,255,15765297,2016-02-17 08:15:04+00:00,0
256,256,15636684,2016-02-17 08:15:04+00:00,0
257,257,15592979,2016-02-17 08:13:48+00:00,0
258,258,15750803,2016-02-17 08:36:21+00:00,0
259,259,15607178,2016-02-17 08:57:59+00:00,0
260,260,15713853,2016-02-17 09:27:49+00:00,0
261,261,15673481,2016-02-17 10:27:18+00:00,0
262,262,15686776,2016-02-17 10:45:25+00:00,0
263,263,15673693,2016-02-17 10:54:38+00:00,0
264,264,15700696,2016-02-17 11:51:00+00:00,0
265,265,15813163,2016-02-17 12:47:59+00:00,0
266,266,15653857,2016-02-17 13:21:42+00:00,0
267,267,15777076,2016-02-17 16:20:05+00:00,0
268,268,15717398,2016-02-17 16:56:42+00:00,1
269,269,15799217,2016-02-17 17:04:42+00:00,0
270,270,15787071,2016-02-18 04:10:19+00:00,0
271,271,15619955,2016-02-18 04:10:19+00:00,1
272,272,15796505,2016-02-18 04:59:56+00:00,0
273,273,15725166,2016-02-18 05:02:29+00:00,0
274,274,15800116,2016-02-18 06:58:01+00:00,0
275,275,15758685,2016-02-18 06:58:01+00:00,0
276,276,15694456,2016-02-18 07:05:38+00:00,1
277,277,15767339,2016-02-18 07:05:38+00:00,0
278,278,15683562,2016-02-18 07:16:59+00:00,0
279,279,15782210,2016-02-18 07:18:16+00:00,1
280,280,15668893,2016-02-18 07:24:49+00:00,0
281,281,15669169,2016-02-18 08:02:46+00:00,0
282,282,15643024,2016-02-18 08:13:46+00:00,1
283,283,15699389,2016-02-18 08:10:12+00:00,0
284,284,15708608,2016-02-18 08:32:39+00:00,0
285,285,15626144,2016-02-18 08:32:39+00:00,0
286,286,15573112,2016-02-18 08:32:39+00:00,0
287,287,15790678,2016-02-18 08:37:45+00:00,0
288,288,15727556,2016-02-18 08:45:20+00:00,0
289,289,15697307,2016-02-18 08:49:18+00:00,0
290,290,15652266,2016-02-18 08:55:31+00:00,0
291,291,15607098,2016-02-18 08:55:31+00:00,0
292,292,15655774,2016-02-18 09:05:40+00:00,0
293,293,15590241,2016-02-18 09:33:40+00:00,1
294,294,15785819,2016-02-18 09:47:43+00:00,0
295,295,15723654,2016-02-18 10:26:34+00:00,0
296,296,15774510,2016-02-18 10:38:15+00:00,0
297,297,15684173,2016-02-18 10:49:43+00:00,1
298,298,15650068,2016-02-18 10:57:30+00:00,0
299,299,15811490,2016-02-18 11:02:38+00:00,0
300,300,15803976,2016-02-18 12:43:20+00:00,0
301,301,15682541,2016-02-18 15:21:14+00:00,0
302,302,15695699,2016-02-18 18:27:23+00:00,0
303,303,15624188,2016-02-18 19:06:41+00:00,0
304,304,15812191,2016-02-18 22:34:44+00:00,0
305,305,15636673,2016-02-19 03:08:50+00:00,0
306,306,15594898,2016-02-19 05:31:23+00:00,1
307,307,15660211,2016-02-19 06:37:48+00:00,0
308,308,15773972,2016-02-19 07:09:38+00:00,1
309,309,15746726,2016-02-19 07:38:03+00:00,0
310,310,15712287,2016-02-19 07:38:03+00:00,0
311,311,15702919,2016-02-19 08:17:41+00:00,0
312,312,15674398,2016-02-19 08:44:19+00:00,0
313,313,15797960,2016-02-19 09:00:47+00:00,0
314,314,15631868,2016-02-19 09:02:04+00:00,0
315,315,15581539,2016-02-19 10:09:15+00:00,0
316,316,15662736,2016-02-19 11:32:06+00:00,1
317,317,15666252,2016-02-19 11:32:06+00:00,0
318,318,15677512,2016-02-19 11:37:18+00:00,0
319,319,15626114,2016-02-19 12:08:46+00:00,0
320,320,15810834,2016-02-19 12:21:43+00:00,0
321,321,15678910,2016-02-19 13:43:55+00:00,0
322,322,15694408,2016-02-19 14:12:42+00:00,1
323,323,15585215,2016-02-19 14:35:59+00:00,0
324,324,15682757,2016-02-19 14:58:17+00:00,0
325,325,15736601,2016-02-19 14:58:17+00:00,0
326,326,15601848,2016-02-19 15:28:40+00:00,0
327,327,15736008,2016-02-19 15:46:39+00:00,1
328,328,15669064,2016-02-19 16:01:01+00:00,0
329,329,15624528,2016-02-19 16:03:40+00:00,0
330,330,15598493,2016-02-19 16:06:14+00:00,0
331,331,15601274,2016-02-19 16:04:58+00:00,0
332,332,15702669,2016-02-19 16:12:42+00:00,0
333,333,15728669,2016-02-19 16:34:40+00:00,1
334,334,15742668,2016-02-19 16:31:59+00:00,0
335,335,15697441,2016-02-19 16:51:57+00:00,1
336,336,15740476,2016-02-19 17:52:57+00:00,0
337,337,15648064,2016-02-19 18:21:08+00:00,0
338,338,15636624,2016-02-19 18:32:58+00:00,1
339,339,15807923,2016-02-19 19:28:39+00:00,1
340,340,15745844,2016-02-19 19:32:33+00:00,1
341,341,15786170,2016-02-19 19:32:32+00:00,0
342,342,15681081,2016-02-19 20:16:00+00:00,0
343,343,15684484,2016-02-19 20:26:07+00:00,0
344,344,15785869,2016-02-19 20:23:49+00:00,0
345,345,15763859,2016-02-19 20:23:49+00:00,0
346,346,15658935,2016-02-19 20:26:07+00:00,0
347,347,15747358,2016-02-20 08:49:24+00:00,0
348,348,15735203,2016-02-20 08:49:24+00:00,0
349,349,15576256,2016-02-20 12:52:32+00:00,0
350,350,15659420,2016-02-20 14:11:27+00:00,0
351,351,15593365,2016-02-21 04:12:45+00:00,0
352,352,15777352,2016-02-21 06:39:41+00:00,0
353,353,15812007,2016-02-21 06:39:41+00:00,0
354,354,15625461,2016-02-21 09:27:15+00:00,0
355,355,15739438,2016-02-21 09:51:39+00:00,0
356,356,15611759,2016-02-21 12:30:41+00:00,0
357,357,15661629,2016-02-21 21:06:59+00:00,1
358,358,15633950,2016-02-22 02:45:47+00:00,0
359,359,15592386,2016-02-22 02:57:01+00:00,0
360,360,15803716,2016-02-22 06:12:58+00:00,0
361,361,15696674,2016-02-22 07:26:37+00:00,1
362,362,15706365,2016-02-22 08:00:43+00:00,0
363,363,15745088,2016-02-22 07:56:54+00:00,0
364,364,15676715,2016-02-22 07:56:54+00:00,0
365,365,15613085,2016-02-22 08:42:31+00:00,0
366,366,15633537,2016-02-22 08:41:15+00:00,0
367,367,15594720,2016-02-22 09:29:41+00:00,0
368,368,15684042,2016-02-22 09:32:16+00:00,0
369,369,15583303,2016-02-22 09:32:16+00:00,0
370,370,15611579,2016-02-22 12:04:05+00:00,0
371,371,15774696,2016-02-22 14:44:18+00:00,0
372,372,15694506,2016-02-22 16:27:27+00:00,0
373,373,15688074,2016-02-22 16:40:27+00:00,0
374,374,15759537,2016-02-22 16:39:09+00:00,0
375,375,15758449,2016-02-22 17:24:07+00:00,0
376,376,15583456,2016-02-22 17:24:07+00:00,1
377,377,15667871,2016-02-22 19:35:52+00:00,0
378,378,15677371,2016-02-22 19:35:52+00:00,0
379,379,15629677,2016-02-22 21:02:39+00:00,1
380,380,15713578,2016-02-22 21:39:41+00:00,0
381,381,15591509,2016-02-22 21:44:41+00:00,0
382,382,15568240,2016-02-22 22:33:49+00:00,0
383,383,15622993,2016-02-23 01:09:12+00:00,0
384,384,15689294,2016-02-23 03:12:38+00:00,0
385,385,15720910,2016-02-23 05:15:04+00:00,0
386,386,15721181,2016-02-23 07:20:37+00:00,0
387,387,15776433,2016-02-23 07:20:37+00:00,0
388,388,15748936,2016-02-23 07:39:43+00:00,0
389,389,15717225,2016-02-23 07:39:43+00:00,0
390,390,15685226,2016-02-23 08:11:54+00:00,0
391,391,15785611,2016-02-23 08:11:54+00:00,0
392,392,15573456,2016-02-23 08:15:48+00:00,1
393,393,15684548,2016-02-23 08:57:46+00:00,1
394,394,15620505,2016-02-23 10:20:42+00:00,0
395,395,15807432,2016-02-23 10:20:42+00:00,0
396,396,15584766,2016-02-23 10:36:22+00:00,0
397,397,15612187,2016-02-23 10:36:22+00:00,0
398,398,15762218,2016-02-23 11:46:55+00:00,0
399,399,15646372,2016-02-23 12:06:08+00:00,1
400,400,15690452,2016-02-23 12:28:57+00:00,0
401,401,15747795,2016-02-23 13:43:09+00:00,0
402,402,15781589,2016-02-23 13:50:19+00:00,0
403,403,15732674,2016-02-23 14:28:22+00:00,0
404,404,15642291,2016-02-23 14:28:22+00:00,0
405,405,15692761,2016-02-23 15:37:20+00:00,0
406,406,15578045,2016-02-23 15:37:20+00:00,1
407,407,15745354,2016-02-23 15:59:20+00:00,0
408,408,15701376,2016-02-23 15:59:20+00:00,0
409,409,15691625,2016-02-23 16:00:41+00:00,0
410,410,15566594,2016-02-23 16:31:26+00:00,0
411,411,15760431,2016-02-23 16:47:43+00:00,0
412,412,15686302,2016-02-23 17:16:53+00:00,0
413,413,15801559,2016-02-23 17:32:38+00:00,1
414,414,15810432,2016-02-23 17:53:39+00:00,0
415,415,15809616,2016-02-23 18:04:18+00:00,0
416,416,15720559,2016-02-23 18:04:18+00:00,1
417,417,15695632,2016-02-23 18:15:11+00:00,0
418,418,15659843,2016-02-23 18:28:41+00:00,0
419,419,15615624,2016-02-23 18:29:56+00:00,0
420,420,15810418,2016-02-23 21:51:52+00:00,1
421,421,15716186,2016-02-24 06:22:11+00:00,0
422,422,15674551,2016-02-24 06:33:07+00:00,1
423,423,15622834,2016-02-24 07:15:37+00:00,0
424,424,15566111,2016-02-24 07:22:49+00:00,0
425,425,15784597,2016-02-24 07:22:49+00:00,0
426,426,15652883,2016-02-24 07:22:49+00:00,0
427,427,15806964,2016-02-24 07:36:18+00:00,0
428,428,15576313,2016-02-24 07:45:08+00:00,0
429,429,15806467,2016-02-24 07:54:35+00:00,1
430,430,15597602,2016-02-24 07:54:35+00:00,1
431,431,15743040,2016-02-24 08:00:42+00:00,0
432,432,15705521,2016-02-24 08:11:42+00:00,0
433,433,15595039,2016-02-24 08:15:09+00:00,1
434,434,15799384,2016-02-24 08:15:09+00:00,0
435,435,15581197,2016-02-24 08:17:35+00:00,0
436,436,15693737,2016-02-24 08:17:35+00:00,0
437,437,15624623,2016-02-24 08:26:08+00:00,0
438,438,15783501,2016-02-24 08:28:39+00:00,0
439,439,15690134,2016-02-24 09:53:05+00:00,0
440,440,15782735,2016-02-24 09:56:38+00:00,0
441,441,15611088,2016-02-24 10:14:38+00:00,0
442,442,15672145,2016-02-24 10:20:40+00:00,0
443,443,15732628,2016-02-24 10:20:40+00:00,0
444,444,15787470,2016-02-24 10:30:08+00:00,1
445,445,15803406,2016-02-24 10:49:54+00:00,0
446,446,15730460,2016-02-24 11:14:18+00:00,0
447,447,15644572,2016-02-24 12:00:41+00:00,0
448,448,15694860,2016-02-24 12:27:56+00:00,1
449,449,15658169,2016-02-24 12:27:57+00:00,0
450,450,15794396,2016-02-24 12:36:23+00:00,0
451,451,15785798,2016-02-24 13:34:42+00:00,0
452,452,15710825,2016-02-24 13:42:10+00:00,0
453,453,15668444,2016-02-24 14:18:53+00:00,0
454,454,15726631,2016-02-24 16:03:13+00:00,0
455,455,15733797,2016-02-24 16:05:42+00:00,0
456,456,15747960,2016-02-24 16:06:58+00:00,0
457,457,15634632,2016-02-24 16:26:55+00:00,0
458,458,15707362,2016-02-24 16:26:55+00:00,1
459,459,15662976,2016-02-24 16:29:23+00:00,0
460,460,15732778,2016-02-24 16:30:38+00:00,0
461,461,15718443,2016-02-24 16:36:37+00:00,0
462,462,15670039,2016-02-24 16:36:37+00:00,0
463,463,15773792,2016-02-24 17:13:07+00:00,1
464,464,15613786,2016-02-24 17:30:40+00:00,0
465,465,15726032,2016-02-24 17:48:53+00:00,0
466,466,15663252,2016-02-24 18:04:38+00:00,0
467,467,15593782,2016-02-24 18:04:38+00:00,1
468,468,15633283,2016-02-24 18:25:43+00:00,0
469,469,15749167,2016-02-24 18:25:43+00:00,0
470,470,15759298,2016-02-24 18:55:21+00:00,0
471,471,15683625,2016-02-24 20:04:38+00:00,1
472,472,15635367,2016-02-25 01:54:24+00:00,0
473,473,15681705,2016-02-25 06:14:20+00:00,0
474,474,15603156,2016-02-25 06:14:20+00:00,0
475,475,15591986,2016-02-25 06:36:24+00:00,1
476,476,15798888,2016-02-25 07:27:52+00:00,0
477,477,15809722,2016-02-25 07:27:52+00:00,0
478,478,15677538,2016-02-25 07:27:52+00:00,0
479,479,15797736,2016-02-25 07:54:59+00:00,0
480,480,15695585,2016-02-25 08:52:42+00:00,0
481,481,15744398,2016-02-25 08:58:59+00:00,0
482,482,15750658,2016-02-25 08:58:59+00:00,0
483,483,15578186,2016-02-25 09:06:29+00:00,0
484,484,15676519,2016-02-25 09:47:58+00:00,1
485,485,15637954,2016-02-25 09:47:58+00:00,0
486,486,15758639,2016-02-25 10:07:45+00:00,0
487,487,15613772,2016-02-25 11:53:19+00:00,1
488,488,15731744,2016-02-25 13:13:48+00:00,0
489,489,15807709,2016-02-25 13:13:48+00:00,0
490,490,15714689,2016-02-25 13:26:32+00:00,0
491,491,15699005,2016-02-25 15:32:42+00:00,0
492,492,15624170,2016-02-25 15:42:44+00:00,0
493,493,15725679,2016-02-25 15:42:44+00:00,1
494,494,15585865,2016-02-25 15:50:16+00:00,1
495,495,15804256,2016-02-25 15:50:16+00:00,0
496,496,15662403,2016-02-25 15:52:48+00:00,0
497,497,15733616,2016-02-25 15:59:11+00:00,0
498,498,15591995,2016-02-25 16:47:55+00:00,0
499,499,15677020,2016-02-25 16:52:55+00:00,1
500,500,15727688,2016-02-25 17:01:27+00:00,0
501,501,15715941,2016-02-25 17:01:27+00:00,0
502,502,15714485,2016-02-25 17:01:27+00:00,1
503,503,15730059,2016-02-25 17:35:17+00:00,0
504,504,15715527,2016-02-25 17:35:17+00:00,0
505,505,15576623,2016-02-25 17:39:04+00:00,0
506,506,15805565,2016-02-25 17:46:42+00:00,0
507,507,15677307,2016-02-25 17:44:09+00:00,0
508,508,15773890,2016-02-25 18:39:56+00:00,0
509,509,15598883,2016-02-25 19:36:06+00:00,0
510,510,15568506,2016-02-25 19:58:08+00:00,0
511,511,15761043,2016-02-25 20:06:42+00:00,0
512,512,15782236,2016-02-26 10:43:39+00:00,0
513,513,15593601,2016-02-26 11:07:30+00:00,0
514,514,15682048,2016-02-26 12:41:25+00:00,1
515,515,15746902,2016-02-26 12:41:26+00:00,0
