id,event_timestamp,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan
10127136,2016-02-09 18:20:58+00:00,C,75000,0,11,MORTGAGE,7.46,debt_consolidation, 36 months,0,0,12.4,0,0.472723117,1
10087163,2016-02-09 18:20:58+00:00,C,120000,1,1,OWN,2.17,other, 36 months,1,,15.1,0,0.390626477,0
10137295,2016-02-09 22:37:48+00:00,C,50000,0,7,MORTGAGE,7.06,debt_consolidation, 60 months,1,,4,0,0.405080116,0
10127016,2016-02-09 22:37:48+00:00,C,115000,0,2,RENT,7.8,debt_consolidation, 36 months,0,,86.8,0,0.376149041,0
10077050,2016-02-10 06:17:32+00:00,C,270000,0,6,MORTGAGE,18.77,debt_consolidation, 36 months,1,,81.5,0,0.292174748,0
10117251,2016-02-10 06:18:49+00:00,C,158000,0,2,OWN,0.23,small_business, 36 months,1,,25.5,0,0.55288259,0
10064847,2016-02-10 06:29:48+00:00,D,101000,0,3,MORTGAGE,16.16,credit_card, 60 months,1,,63.1,0,0.431185612,1
10097354,2016-02-10 08:19:15+00:00,D,100000,0,6,MORTGAGE,22.73,debt_consolidation, 60 months,1,,64.5,0,0.783761629,1
10087603,2016-02-10 08:35:27+00:00,D,27297,1,1,RENT,20.42,debt_consolidation, 60 months,1,,58.2,0,0.700773197,0
10177725,2016-02-10 08:44:31+00:00,D,48250,0,8,MORTGAGE,23.81,debt_consolidation, 60 months,1,,34.9,0,0.776409456,0
10107735,2016-02-10 08:39:16+00:00,C,62000,0,9,MORTGAGE,12.19,debt_consolidation, 36 months,0,,53.8,0,0.287829546,0
10234587,2016-02-10 08:39:16+00:00,D,35000,0,2,RENT,29.7,credit_card, 60 months,0,,53.4,0,0.210314545,0
10067669,2016-02-10 08:48:06+00:00,C,70000,0,6,MORTGAGE,11.01,debt_consolidation, 60 months,1,,48.3,0,0.504113523,0
10097204,2016-02-10 09:06:09+00:00,C,62000,0,11,,31.15,credit_card, 36 months,0,,94.6,0,0.133125134,0
10127802,2016-02-10 09:06:09+00:00,C,75000,0,11,RENT,26.5,debt_consolidation, 36 months,0,,80.5,0,0.171363868,0
10067876,2016-02-10 09:08:29+00:00,D,136800,0,7,MORTGAGE,9.62,medical, 60 months,1,,43.1,0,0.245464218,0
10167775,2016-02-10 09:08:29+00:00,F,52000,0,11,MORTGAGE,21.21,debt_consolidation, 60 months,1,,87.4,0,0.042663541,0
10147873,2016-02-10 09:18:13+00:00,D,60000,1,0,,25.14,home_improvement, 36 months,1,,72.3,0,0.226386854,0
10077796,2016-02-10 09:34:38+00:00,D,26000,1,0,RENT,4.29,debt_consolidation, 36 months,1,,53.1,0,0.625732121,0
10167826,2016-02-10 10:18:13+00:00,B,17400,1,0,RENT,8.47,credit_card, 36 months,0,,28.4,0,0.634323034,0
10147827,2016-02-10 10:21:52+00:00,C,52000,0,2,MORTGAGE,6.6,debt_consolidation, 36 Months,1,,50,0,0.532939677,1
10137995,2016-02-10 10:47:49+00:00,D,48333,0,11,RENT,6.83,debt_consolidation, 60 months,1,,64.6,0,0.735385548,1
10147912,2016-02-10 11:09:08+00:00,B,55000,0,5,,2.9,credit_card, 36 months,0,,53.9,0,0.815165589,0
10137986,2016-02-10 11:09:08+00:00,B,31000,1,0,RENT,27.8,debt_consolidation, 36 months,0,,45.5,0,0.374856177,0
10147930,2016-02-10 11:55:16+00:00,C,50000,0,3,RENT,13.75,other, 36 months,1,,30.1,0,0.804922509,0
10078030,2016-02-10 12:54:39+00:00,A,100000,0,11,,2.87,debt_consolidation, 36 months,0,,6.2,0,0.8796494,0
10178005,2016-02-10 13:34:10+00:00,C,38500,0,9,RENT,18.13,debt_consolidation, 36 months,0,,41.5,0,0.586889242,0
9209616,2016-02-10 13:59:39+00:00,C,65000,0,10,MORTGAGE,20.33,debt_consolidation, 60 months,1,,60.4,0,0.655847353,0
9235939,2016-02-10 14:57:58+00:00,C,80000,0,11,MORTGAGE,25.55,debt_consolidation, 36 months,0,,41,0,0.290436239,0
10146175,2016-02-10 14:59:15+00:00,E,123000,0,7,OWN,10.9,small_business, 36 months,0,,21.6,0,0.388367193,1
10108395,2016-02-10 15:31:15+00:00,A,80000,0,11,MORTGAGE,18.99,credit_card, 36 months,1,,58.6,0,0.127305486,0
10147584,2016-02-10 15:31:15+00:00,F,18500,1,1,OWN,2.92,debt_consolidation, 36 months,1,,6.7,0,0.212811509,0
10098413,2016-02-10 15:31:15+00:00,B,41600,0,3,MORTGAGE,17.22,credit_card, 36 months,1,1,73.9,0,0.755053686,0
10088403,2016-02-10 16:06:41+00:00,C,30000,0,8,OWN,11.12,debt_consolidation, 36 months,1,,56.8,0,0.578870685,0
10168314,2016-02-10 17:01:25+00:00,A,54000,1,0,MORTGAGE,14.11,debt_consolidation, 36 months,0,,55,0,0.631831707,0
9077525,2016-02-10 17:30:32+00:00,C,80000,0,5,RENT,15.86,other, 36 months,1,,44.6,0,0.957562404,0
9715493,2016-02-10 21:05:16+00:00,B,103000,0,11,,5.88,home_improvement, 36 months,1,,6,0,0.094253365,1
9994715,2016-02-11 05:25:17+00:00,D,85000,0,2,RENT,22.72,debt_consolidation, 60 months,1,,54.6,0,0.127726885,0
10168647,2016-02-11 05:25:17+00:00,A,78000,0,11,MORTGAGE,23.15,debt_consolidation, 36 months,1,,79.1,0,0.406675531,0
10138744,2016-02-11 05:35:40+00:00,D,84000,1,1,RENT,5.63,credit_card, 60 months,1,,42.5,0,0.222719412,0
9827694,2016-02-11 06:25:19+00:00,E,55000,0,3,RENT,14.23,debt_consolidation, 60 months,1,,94.4,0,0.531594467,0
10077243,2016-02-11 06:25:19+00:00,C,32000,0,6,OWN,23.52,debt_consolidation, 36 months,0,,70.1,0,0.830578975,0
10177748,2016-02-11 06:26:40+00:00,F,55000,0,2,RENT,24.11,small_business, 60 months,1,,57.9,0,0.604215529,0
9867699,2016-02-11 06:35:24+00:00,A,60000,0,10,MORTGAGE,12.64,debt_consolidation, 36 months,1,,28.2,0,0.185389483,0
10128829,2016-02-11 06:53:49+00:00,D,16092,1,0,OWN,29.98,debt_consolidation, 36 months,1,,92.7,0,0.381308533,0
10068776,2016-02-11 06:53:49+00:00,F,40000,0,7,RENT,15.51,debt_consolidation, 60 months,0,,54.7,0,0.283466549,0
9736435,2016-02-11 06:53:49+00:00,D,110000,0,6,RENT,5.75,credit_card, 36 months,0,,55.3,0,0.703312454,0
10068826,2016-02-11 07:22:41+00:00,A,130000,0,10,MORTGAGE,12.26,credit_card, 36 months,0,,65.3,0,0.253797941,0
10168791,2016-02-11 07:20:03+00:00,C,61000,0,9,RENT,15.42,medical, 60 months,0,,38.5,0,0.761391007,0
10178827,2016-02-11 07:20:03+00:00,C,90000,1,0,MORTGAGE,20.07,credit_card, 36 months,0,,30.1,0,0.277053918,0
10168866,2016-02-11 07:29:07+00:00,D,265000,0,10,MORTGAGE,25.02,debt_consolidation, 60 months,0,,61.1,0,0.045120817,0
7677546,2016-02-11 07:45:24+00:00,F,65000,0,11,RENT,22.36,other, 60 months,1,,63,0,0.942555507,0
10139141,2016-02-11 07:45:23+00:00,C,41362,1,0,MORTGAGE,28.06,credit_card, 36 months,0,,69.9,0,0.516239234,1
6804661,2016-02-11 07:47:57+00:00,C,70000,0,4,MORTGAGE,11.5,debt_consolidation, 36 months,1,,63.9,0,0.74118788,0
10088416,2016-02-11 07:47:57+00:00,B,72000,0,11,MORTGAGE,26.02,debt_consolidation, 36 months,0,,40.5,0,0.59841033,1
10139246,2016-02-11 07:58:15+00:00,F,111714,0,10,MORTGAGE,15.72,other, 60 months,0,,42.3,0,0.994938054,0
10099081,2016-02-11 08:28:42+00:00,C,75000,0,7,MORTGAGE,9.04,debt_consolidation, 36 Months,1,,5010,0,0.15958447,0
10078855,2016-02-11 08:40:21+00:00,D,191000,0,9,OWN,4.72,other, 36 months,0,,32.7,0,0.41761247,0
10069040,2016-02-11 08:42:57+00:00,B,52155,0,11,MORTGAGE,20.8,debt_consolidation, 36 months,1,,66.8,0,0.499352397,0
10078919,2016-02-11 08:47:51+00:00,C,49740,0,11,RENT,29.58,debt_consolidation, 36 months,0,,60.9,0,0.682514864,0
10129012,2016-02-11 08:50:25+00:00,D,66000,1,0,MORTGAGE,5.64,debt_consolidation, 36 months,0,,56,0,0.743562939,0
10175824,2016-02-11 09:06:59+00:00,D,65000,0,11,OWN,16.91,debt_consolidation, 60 months,1,,61.3,0,0.045708724,0
10179125,2016-02-11 09:37:48+00:00,C,50000,0,7,RENT,21.92,debt_consolidation, 60 months,1,,80.5,0,0.565999204,0
10089417,2016-02-11 09:41:40+00:00,B,70000,0,11,MORTGAGE,18.81,credit_card, 36 months,1,,55,0,0.952076808,0
10069348,2016-02-11 10:33:42+00:00,C,60000,0,3,RENT,17.46,debt_consolidation, 60 months,0,,94.1,0,0.86689532,0
9684785,2016-02-11 10:33:42+00:00,D,60000,0,11,RENT,23.14,debt_consolidation, 36 months,0,,35.5,0,0.205985754,0
9785764,2016-02-11 11:42:07+00:00,A,37500,0,11,MORTGAGE,18.34,credit_card, 36 months,1,,34.3,0,0.611224615,0
10139409,2016-02-11 12:02:32+00:00,C,650000,0,11,MORTGAGE,11.78,debt_consolidation, 36 months,0,,76,0,0.421909601,0
10109301,2016-02-11 11:58:42+00:00,D,36000,0,10,RENT,14.9,debt_consolidation, 36 months,1,,81.4,0,0.450275464,1
10169310,2016-02-11 12:12:31+00:00,B,140000,0,11,MORTGAGE,10.98,debt_consolidation, 36 months,0,,71.5,0,0.044005281,0
10149299,2016-02-11 13:25:43+00:00,C,59108,0,6,MORTGAGE,17.52,credit_card, 36 months,1,,56.9,0,0.006845834,0
10177191,2016-02-11 13:30:58+00:00,F,75000,0,11,MORTGAGE,11.97,debt_consolidation, 60 months,1,,30.7,0,0.508350378,1
10178304,2016-02-11 13:56:40+00:00,B,34840,0,6,RENT,18.6,debt_consolidation, 36 months,1,,31,0,0.388842695,0
10149183,2016-02-11 13:56:40+00:00,C,56000,0,5,MORTGAGE,30.95,debt_consolidation, 36 months,0,,43.9,0,0.578355836,0
10149285,2016-02-11 14:53:15+00:00,B,110000,0,11,MORTGAGE,3.39,home_improvement, 36 months,1,,17.7,0,0.156532404,0
10079433,2016-02-11 15:08:42+00:00,D,120000,0,8,MORTGAGE,13.73,debt_consolidation, 60 months,1,,44,0,0.893388201,1
9746109,2016-02-11 15:34:43+00:00,B,101000,1,0,MORTGAGE,10.04,debt_consolidation, 36 months,1,,31.9,0,0.01109693,0
10088548,2016-02-11 16:56:28+00:00,C,24000,1,0,MORTGAGE,20.9,debt_consolidation, 36 months,0,,20,0,0.763476177,0
8296101,2016-02-11 17:02:59+00:00,G,45000,0,2,RENT,18,small_business, 60 months,1,,60.8,0,0.773057261,0
9834592,2016-02-11 17:15:22+00:00,B,50200,0,11,MORTGAGE,23.45,credit_card, 36 months,0,,54.2,0,0.57279222,0
10107467,2016-02-11 17:15:22+00:00,C,65000,0,11,MORTGAGE,13.22,debt_consolidation, 60 months,0,,40.6,0,0.981489989,1
10139671,2016-02-11 17:16:39+00:00,C,52000,0,11,OWN,18.56,debt_consolidation, 60 months,0,,35.5,0,0.008677326,0
10089508,2016-02-11 17:16:39+00:00,D,17421,1,0,RENT,11.44,major_purchase, 36 months,0,,44.9,0,0.140200932,0
10149349,2016-02-11 18:01:57+00:00,A,47112,1,0,RENT,4,debt_consolidation, 36 months,1,,13.5,0,0.213618929,0
10148500,2016-02-11 18:34:41+00:00,C,71000,0,11,RENT,16.24,vacation, 36 months,1,,35.6,0,0.467320036,0
10129361,2016-02-11 18:33:23+00:00,D,130000,0,10,MORTGAGE,8.87,debt_consolidation, 36 months,1,,98,0,0.808112445,0
10159462,2016-02-11 19:11:02+00:00,C,218000,0,11,MORTGAGE,18.75,debt_consolidation, 36 months,0,,97,0,0.601195571,0
10119499,2016-02-11 19:12:21+00:00,B,93000,1,1,RENT,12.52,car, 36 months,0,,76.9,0,0.413560724,0
10179362,2016-02-11 19:16:19+00:00,B,45000,0,11,MORTGAGE,6.16,debt_consolidation, 36 months,0,,82.7,0,0.369020674,1
10089438,2016-02-11 19:21:41+00:00,B,75000,0,5,MORTGAGE,32.66,debt_consolidation, 36 months,1,,78.6,0,0.68852574,0
10099617,2016-02-11 19:57:31+00:00,D,35000,0,6,RENT,21.6,debt_consolidation, 60 months,1,,53.2,0,0.621603031,0
10109609,2016-02-11 19:57:31+00:00,B,91262,0,11,OWN,14.75,debt_consolidation, 36 months,1,,38.7,0,0.789230973,0
10069646,2016-02-11 19:58:48+00:00,C,65000,0,11,RENT,21.86,debt_consolidation, 36 months,0,,86.2,0,0.085639182,1
9866448,2016-02-11 20:09:17+00:00,D,110000,0,10,RENT,10.84,credit_card, 60 months,1,,54.2,0,0.051668925,1
10129460,2016-02-11 20:58:41+00:00,B,39500,0,10,MORTGAGE,9.45,debt_consolidation, 36 months,1,,79.3,0,0.388830481,0
10139801,2016-02-12 10:07:44+00:00,B,50000,0,10,MORTGAGE,18.94,credit_card, 36 months,1,,49.3,0,0.475967471,0
10169558,2016-02-12 16:15:51+00:00,D,110000,0,2,RENT,10.05,medical, 36 months,1,,55.2,0,0.765888049,0
10129507,2016-02-12 19:29:53+00:00,C,70000,0,11,,17.41,debt_consolidation, 36 months,1,,57.2,0,0.562739659,0
10224978,2016-02-12 22:22:57+00:00,D,59000,0,10,RENT,27.16,credit_card, 60 months,0,,63.1,0,0.211715575,0
10177732,2016-02-12 22:26:48+00:00,C,98280,0,11,RENT,26.43,debt_consolidation, 60 months,1,1,37.7,0,0.918451352,0
10129493,2016-02-12 22:28:05+00:00,B,43000,0,2,MORTGAGE,33.07,credit_card, 36 months,0,,75.5,0,0.189530573,0
10169636,2016-02-12 22:28:05+00:00,D,60000,0,4,MORTGAGE,26.76,debt_consolidation, 36 months,0,,40.8,0,0.236712077,1
10169552,2016-02-12 22:26:48+00:00,E,25000,0,8,RENT,6.93,debt_consolidation, 36 months,0,,28.1,15,0.141048634,0
10147597,2016-02-12 23:04:14+00:00,D,38500,0,5,RENT,19.36,debt_consolidation, 36 months,1,,34.6,0,0.189836181,1
10159531,2016-02-12 23:04:14+00:00,B,62000,0,11,MORTGAGE,20.09,debt_consolidation, 60 months,1,,42.1,0,0.700366727,0
7345464,2016-02-12 23:04:14+00:00,A,111000,0,2,MORTGAGE,14.92,credit_card, 36 months,0,,50.7,0,0.567222495,0
9776739,2016-02-13 04:56:20+00:00,A,100000,0,2,MORTGAGE,7.81,debt_consolidation, 36 months,0,,28.5,0,0.717064477,0
6523490,2016-02-13 07:14:41+00:00,A,52000,0,4,MORTGAGE,14.96,debt_consolidation, 36 months,1,,30.9,0,0.167434277,0
10129563,2016-02-13 09:13:49+00:00,C,33571,0,3,RENT,10.3,debt_consolidation, 36 months,0,,82.7,0,0.479093293,1
10128700,2016-02-13 16:00:59+00:00,A,71000,0,8,MORTGAGE,18.93,debt_consolidation, 36 months,1,,32.2,0,0.844629294,0
10089828,2016-02-13 18:06:41+00:00,E,85000,1,1,RENT,27.18,debt_consolidation, 60 months,1,,67.6,0,0.552305504,0
10119683,2016-02-13 18:48:40+00:00,C,64000,1,1,RENT,9.95,debt_consolidation, 36 months,0,,64,0,0.874534949,0
10129584,2016-02-13 18:48:40+00:00,D,60000,0,6,MORTGAGE,20.18,credit_card, 36 months,0,,51.8,0,0.044025079,0
10119793,2016-02-13 22:20:43+00:00,B,65000,0,11,MORTGAGE,18.56,debt_consolidation, 36 months,0,,27.7,0,0.286260488,0
10109759,2016-02-14 03:58:33+00:00,B,52000,0,7,,15.21,credit_card, 36 months,0,,48.2,0,0.305339921,0
10119448,2016-02-14 05:26:58+00:00,D,27000,0,10,RENT,29.91,debt_consolidation, 36 months,1,,60,0,0.85742971,0
10128736,2016-02-14 16:30:40+00:00,A,42000,0,6,MORTGAGE,8.8,debt_consolidation, 36 months,1,,13.1,0,0.726703584,0
10129562,2016-02-14 16:38:40+00:00,G,55000,0,4,OWN,4.63,home_improvement, 60 months,0,,62.1,0,0.352195536,1
10137006,2016-02-14 17:40:17+00:00,D,124800,1,1,RENT,7.56,major_purchase, 36 months,1,,55.3,0,0.428134983,0
10179664,2016-02-14 18:02:32+00:00,G,75000,0,11,MORTGAGE,23.23,small_business, 60 months,1,,81.6,0,0.833384406,1
10149694,2016-02-14 18:03:51+00:00,C,160000,0,4,,28.6,credit_card, 36 months,1,,80.1,0,0.091773117,0
10129641,2016-02-14 18:25:41+00:00,B,90000,0,11,MORTGAGE,10.08,debt_consolidation, 60 months,1,,30.6,0,0.194424944,0
10169201,2016-02-15 02:01:29+00:00,A,49027,1,0,MORTGAGE,8.47,debt_consolidation, 36 months,0,,28.3,0,0.286670663,0
10139914,2016-02-15 03:06:11+00:00,C,103000,0,3,MORTGAGE,12.77,debt_consolidation, 36 months,0,,77.2,0,0.559330575,0
10159756,2016-02-15 04:32:48+00:00,C,65000,0,7,RENT,26.27,debt_consolidation, 36 months,1,,45,0,0.170280429,0
10149700,2016-02-15 05:10:51+00:00,E,42000,1,0,OWN,23.23,debt_consolidation, 36 months,0,,47.8,0,0.198235113,0
10169649,2016-02-15 05:45:22+00:00,B,82000,0,3,RENT,10.62,credit_card, 36 months,1,,42.8,0,0.917266523,0
10149677,2016-02-15 06:15:54+00:00,A,80000,1,1,RENT,21.2,debt_consolidation, 36 months,0,,96.4,0,0.083269642,0
10139839,2016-02-15 06:18:26+00:00,E,52000,0,9,MORTGAGE,12.83,debt_consolidation, 60 months,0,,17,0,0.494597144,0
10155584,2016-02-15 06:37:42+00:00,B,58000,0,4,OWN,21.33,credit_card, 36 months,1,,42.4,0,0.576037682,0
10169789,2016-02-15 06:57:57+00:00,D,75000,0,3,MORTGAGE,19.97,debt_consolidation, 60 months,1,,84.6,0,0.049148064,0
10159622,2016-02-15 07:01:46+00:00,F,58000,1,0,MORTGAGE,18.54,debt_consolidation, 36 months,1,,93.4,0,0.956783534,0
10149696,2016-02-15 07:13:27+00:00,B,50000,0,6,MORTGAGE,9.19,credit_card, 36 months,1,,63.8,0,0.165181454,0
10149801,2016-02-15 07:14:44+00:00,E,56000,0,5,,25.48,debt_consolidation, 60 months,1,,88.7,0,0.075743761,1
10140015,2016-02-15 07:14:44+00:00,A,32000,0,2,RENT,19.35,debt_consolidation, 36 months,1,,18.9,0,0.741886577,0
10079726,2016-02-15 07:34:04+00:00,C,35000,0,3,RENT,9.6,debt_consolidation, 36 months,0,,59,0,0.598687601,0
10129762,2016-02-15 07:34:04+00:00,D,70000,0,9,RENT,14.57,debt_consolidation, 36 months,0,,74,0,0.846068004,0
10099887,2016-02-15 07:34:04+00:00,B,80000,0,3,MORTGAGE,30.33,debt_consolidation, 36 months,1,,66.4,0,0.857880737,1
10140057,2016-02-15 08:54:54+00:00,D,75000,1,0,MORTGAGE,9.52,debt_consolidation, 60 months,1,,70.7,0,0.90093845,0
10099855,2016-02-15 08:54:54+00:00,G,67000,0,11,MORTGAGE,28,debt_consolidation, 60 months,1,,62.6,0,0.60427302,0
10129686,2016-02-15 10:06:20+00:00,E,105000,0,6,MORTGAGE,20.51,debt_consolidation, 60 months,0,,53,0,0.173251315,0
10140041,2016-02-15 10:56:40+00:00,B,37000,0,4,RENT,19.2,credit_card, 36 months,0,,45,0,0.828499856,0
10159802,2016-02-15 10:56:40+00:00,C,79850,0,3,MORTGAGE,7.8,debt_consolidation, 36 months,1,,74,0,0.264495213,0
10099868,2016-02-15 11:21:10+00:00,A,81516,1,0,MORTGAGE,15.83,debt_consolidation, 36 months,1,,32.1,0,0.303148213,1
10169855,2016-02-15 12:26:40+00:00,C,60000,0,8,RENT,15.7,car, 36 months,0,,38.7,0,0.123862505,0
10169833,2016-02-15 13:03:46+00:00,B,58200,0,11,MORTGAGE,23.42,debt_consolidation, 36 months,0,,54.1,0,0.244232081,0
10099877,2016-02-15 14:07:41+00:00,B,46000,0,5,RENT,14.95,debt_consolidation, 36 months,1,,29.9,0,0.585971596,0
10106315,2016-02-15 14:48:00+00:00,D,40500,0,11,RENT,16.03,debt_consolidation, 36 months,0,,70.5,0,0.26125118,0
10149897,2016-02-15 14:48:00+00:00,C,100000,0,11,MORTGAGE,25.18,other, 36 months,0,,71.4,0,0.205588992,0
10089330,2016-02-15 16:21:40+00:00,D,83200,0,6,,15.79,debt_consolidation, 60 months,1,,53.9,0,0.896509923,0
10140115,2016-02-15 16:38:32+00:00,A,60000,0,11,MORTGAGE,26.87,debt_consolidation, 36 months,1,,10.6,0,0.093445854,0
10159889,2016-02-15 19:02:45+00:00,B,75000,0,11,MORTGAGE,9.57,credit_card, 36 months,0,,33.8,0,0.208909132,0
9187449,2016-02-15 20:46:40+00:00,C,95000,0,11,MORTGAGE,18.2,debt_consolidation, 60 months,0,,48.4,0,0.695500971,0
10075074,2016-02-15 20:46:40+00:00,D,75000,0,6,MORTGAGE,12.99,debt_consolidation, 60 months,0,,68.2,0,0.71771671,0
10089541,2016-02-15 23:04:19+00:00,D,100000,0,6,MORTGAGE,13.36,debt_consolidation, 60 months,0,,66.9,0,0.564783427,1
10079887,2016-02-15 23:04:19+00:00,B,73000,0,11,OWN,18.81,debt_consolidation, 36 months,0,,40.8,0,0.947070523,1
10110035,2016-02-15 23:51:06+00:00,D,36000,0,11,RENT,23.17,debt_consolidation, 60 months,0,,44.9,0,0.968339627,1
10159971,2016-02-16 00:29:59+00:00,C,86000,0,11,OWN,29.61,home_improvement, 36 months,0,,85.8,0,0.636513712,0
