id,event_timestamp,bad_loan
10146175,2016-02-10 14:59:15+00:00,1
10108395,2016-02-10 15:31:15+00:00,0
10147584,2016-02-10 15:31:15+00:00,0
10098413,2016-02-10 15:31:15+00:00,0
10088403,2016-02-10 16:06:41+00:00,0
10168314,2016-02-10 17:01:25+00:00,0
9077525,2016-02-10 17:30:32+00:00,0
9715493,2016-02-10 21:05:16+00:00,1
9994715,2016-02-11 05:25:17+00:00,0
10168647,2016-02-11 05:25:17+00:00,0
10138744,2016-02-11 05:35:40+00:00,0
9827694,2016-02-11 06:25:19+00:00,0
10077243,2016-02-11 06:25:19+00:00,0
10177748,2016-02-11 06:26:40+00:00,0
9867699,2016-02-11 06:35:24+00:00,0
10128829,2016-02-11 06:53:49+00:00,0
10068776,2016-02-11 06:53:49+00:00,0
9736435,2016-02-11 06:53:49+00:00,0
10068826,2016-02-11 07:22:41+00:00,0
10168791,2016-02-11 07:20:03+00:00,0
10178827,2016-02-11 07:20:03+00:00,0
10168866,2016-02-11 07:29:07+00:00,0
7677546,2016-02-11 07:45:24+00:00,0
10139141,2016-02-11 07:45:23+00:00,1
6804661,2016-02-11 07:47:57+00:00,0
10088416,2016-02-11 07:47:57+00:00,1
10139246,2016-02-11 07:58:15+00:00,0
10099081,2016-02-11 08:28:42+00:00,0
10078855,2016-02-11 08:40:21+00:00,0
10069040,2016-02-11 08:42:57+00:00,0
10078919,2016-02-11 08:47:51+00:00,0
10129012,2016-02-11 08:50:25+00:00,0
10175824,2016-02-11 09:06:59+00:00,0
10179125,2016-02-11 09:37:48+00:00,0
10089417,2016-02-11 09:41:40+00:00,0
10069348,2016-02-11 10:33:42+00:00,0
9684785,2016-02-11 10:33:42+00:00,0
9785764,2016-02-11 11:42:07+00:00,0
10139409,2016-02-11 12:02:32+00:00,0
10109301,2016-02-11 11:58:42+00:00,1
10169310,2016-02-11 12:12:31+00:00,0
10149299,2016-02-11 13:25:43+00:00,0
10177191,2016-02-11 13:30:58+00:00,1
10178304,2016-02-11 13:56:40+00:00,0
10149183,2016-02-11 13:56:40+00:00,0
10149285,2016-02-11 14:53:15+00:00,0
10079433,2016-02-11 15:08:42+00:00,1
9746109,2016-02-11 15:34:43+00:00,0
10088548,2016-02-11 16:56:28+00:00,0
8296101,2016-02-11 17:02:59+00:00,0
9834592,2016-02-11 17:15:22+00:00,0
10107467,2016-02-11 17:15:22+00:00,1
10139671,2016-02-11 17:16:39+00:00,0
10089508,2016-02-11 17:16:39+00:00,0
10149349,2016-02-11 18:01:57+00:00,0
10148500,2016-02-11 18:34:41+00:00,0
10129361,2016-02-11 18:33:23+00:00,0
10159462,2016-02-11 19:11:02+00:00,0
10119499,2016-02-11 19:12:21+00:00,0
10179362,2016-02-11 19:16:19+00:00,1
10089438,2016-02-11 19:21:41+00:00,0
10099617,2016-02-11 19:57:31+00:00,0
10109609,2016-02-11 19:57:31+00:00,0
10069646,2016-02-11 19:58:48+00:00,1
9866448,2016-02-11 20:09:17+00:00,1
10129460,2016-02-11 20:58:41+00:00,0
10139801,2016-02-12 10:07:44+00:00,0
10169558,2016-02-12 16:15:51+00:00,0
10129507,2016-02-12 19:29:53+00:00,0
10224978,2016-02-12 22:22:57+00:00,0
10177732,2016-02-12 22:26:48+00:00,0
10129493,2016-02-12 22:28:05+00:00,0
10169636,2016-02-12 22:28:05+00:00,1
10169552,2016-02-12 22:26:48+00:00,0
10147597,2016-02-12 23:04:14+00:00,1
10159531,2016-02-12 23:04:14+00:00,0
7345464,2016-02-12 23:04:14+00:00,0
9776739,2016-02-13 04:56:20+00:00,0
6523490,2016-02-13 07:14:41+00:00,0
10129563,2016-02-13 09:13:49+00:00,1
10128700,2016-02-13 16:00:59+00:00,0
10089828,2016-02-13 18:06:41+00:00,0
10119683,2016-02-13 18:48:40+00:00,0
10129584,2016-02-13 18:48:40+00:00,0
10119793,2016-02-13 22:20:43+00:00,0
10109759,2016-02-14 03:58:33+00:00,0
10119448,2016-02-14 05:26:58+00:00,0
10128736,2016-02-14 16:30:40+00:00,0
10129562,2016-02-14 16:38:40+00:00,1
10137006,2016-02-14 17:40:17+00:00,0
10179664,2016-02-14 18:02:32+00:00,1
10149694,2016-02-14 18:03:51+00:00,0
10129641,2016-02-14 18:25:41+00:00,0
10169201,2016-02-15 02:01:29+00:00,0
10139914,2016-02-15 03:06:11+00:00,0
10159756,2016-02-15 04:32:48+00:00,0
10149700,2016-02-15 05:10:51+00:00,0
10169649,2016-02-15 05:45:22+00:00,0
10149677,2016-02-15 06:15:54+00:00,0
10139839,2016-02-15 06:18:26+00:00,0
10155584,2016-02-15 06:37:42+00:00,0
10169789,2016-02-15 06:57:57+00:00,0
10159622,2016-02-15 07:01:46+00:00,0
10149696,2016-02-15 07:13:27+00:00,0
10149801,2016-02-15 07:14:44+00:00,1
10140015,2016-02-15 07:14:44+00:00,0
10079726,2016-02-15 07:34:04+00:00,0
10129762,2016-02-15 07:34:04+00:00,0
10099887,2016-02-15 07:34:04+00:00,1
10140057,2016-02-15 08:54:54+00:00,0
10099855,2016-02-15 08:54:54+00:00,0
10129686,2016-02-15 10:06:20+00:00,0
10140041,2016-02-15 10:56:40+00:00,0
10159802,2016-02-15 10:56:40+00:00,0
10099868,2016-02-15 11:21:10+00:00,1
10169855,2016-02-15 12:26:40+00:00,0
10169833,2016-02-15 13:03:46+00:00,0
10099877,2016-02-15 14:07:41+00:00,0
10106315,2016-02-15 14:48:00+00:00,0
10149897,2016-02-15 14:48:00+00:00,0
10089330,2016-02-15 16:21:40+00:00,0
10140115,2016-02-15 16:38:32+00:00,0
10159889,2016-02-15 19:02:45+00:00,0
9187449,2016-02-15 20:46:40+00:00,0
10075074,2016-02-15 20:46:40+00:00,0
10089541,2016-02-15 23:04:19+00:00,1
10079887,2016-02-15 23:04:19+00:00,1
10110035,2016-02-15 23:51:06+00:00,1
10159971,2016-02-16 00:29:59+00:00,0
10179883,2016-02-16 00:29:59+00:00,0
10149930,2016-02-16 02:45:16+00:00,1
10179906,2016-02-16 04:54:40+00:00,0
10129884,2016-02-16 04:55:56+00:00,1
10129607,2016-02-16 06:02:12+00:00,0
10125118,2016-02-16 06:09:59+00:00,1
10110056,2016-02-16 06:08:42+00:00,0
10159963,2016-02-16 07:40:21+00:00,0
10140175,2016-02-16 08:12:40+00:00,0
10149935,2016-02-16 08:11:18+00:00,0
10109761,2016-02-16 08:17:49+00:00,0
10070043,2016-02-16 08:23:57+00:00,0
10110074,2016-02-16 08:59:39+00:00,0
10100096,2016-02-16 08:59:39+00:00,0
10100093,2016-02-16 08:59:39+00:00,0
10139842,2016-02-16 08:59:39+00:00,0
10070098,2016-02-16 08:59:39+00:00,1
10150055,2016-02-16 09:01:58+00:00,0
10179940,2016-02-16 09:13:17+00:00,0
10150010,2016-02-16 09:18:13+00:00,0
10170011,2016-02-16 09:32:26+00:00,1
10180003,2016-02-16 09:41:14+00:00,1
10160028,2016-02-16 09:54:12+00:00,1
10089951,2016-02-16 09:58:03+00:00,1
10090197,2016-02-16 10:05:57+00:00,0
10119770,2016-02-16 10:12:23+00:00,0
10090132,2016-02-16 11:46:40+00:00,1
10110199,2016-02-16 11:46:40+00:00,1
10079995,2016-02-16 12:08:17+00:00,0
10118302,2016-02-16 12:18:42+00:00,1
10120161,2016-02-16 12:40:34+00:00,0
10159834,2016-02-16 13:47:40+00:00,0
10179303,2016-02-16 13:47:40+00:00,0
10177949,2016-02-16 14:36:56+00:00,0
10150119,2016-02-16 14:38:16+00:00,1
10150133,2016-02-16 15:26:16+00:00,1
10159642,2016-02-16 15:46:00+00:00,0
10120184,2016-02-16 16:25:43+00:00,0
10180046,2016-02-16 16:42:32+00:00,0
10140258,2016-02-16 16:43:51+00:00,0
10177227,2016-02-16 16:47:47+00:00,0
10130064,2016-02-16 17:45:19+00:00,0
9294928,2016-02-16 18:13:50+00:00,0
10090215,2016-02-16 18:13:50+00:00,0
10130126,2016-02-16 18:13:50+00:00,0
10120310,2016-02-17 00:52:54+00:00,0
10110328,2016-02-17 01:46:49+00:00,0
7615663,2016-02-17 04:16:32+00:00,0
10130199,2016-02-17 07:17:47+00:00,0
10120225,2016-02-17 07:22:54+00:00,0
10069425,2016-02-17 07:57:01+00:00,0
10094606,2016-02-17 07:57:01+00:00,0
10090220,2016-02-17 08:08:41+00:00,0
10180117,2016-02-17 08:15:04+00:00,0
10180125,2016-02-17 08:15:04+00:00,0
10180171,2016-02-17 08:13:48+00:00,0
10179399,2016-02-17 08:36:21+00:00,0
10180191,2016-02-17 08:57:59+00:00,1
10179263,2016-02-17 09:27:49+00:00,0
10170266,2016-02-17 10:27:18+00:00,0
10148065,2016-02-17 10:45:25+00:00,0
10150226,2016-02-17 10:54:38+00:00,0
10160032,2016-02-17 11:51:00+00:00,0
10180192,2016-02-17 12:47:59+00:00,0
10140523,2016-02-17 13:21:42+00:00,0
10090460,2016-02-17 16:20:05+00:00,0
10090351,2016-02-17 16:56:42+00:00,0
10090335,2016-02-17 17:04:42+00:00,0
10110374,2016-02-18 04:10:19+00:00,0
9236022,2016-02-18 04:10:19+00:00,0
10110379,2016-02-18 04:59:56+00:00,0
10125008,2016-02-18 05:02:29+00:00,0
10090457,2016-02-18 06:58:01+00:00,0
10140287,2016-02-18 06:58:01+00:00,0
10150054,2016-02-18 07:05:38+00:00,0
10120426,2016-02-18 07:05:38+00:00,0
10080351,2016-02-18 07:16:59+00:00,0
10090329,2016-02-18 07:18:16+00:00,0
10090355,2016-02-18 07:24:49+00:00,0
9746611,2016-02-18 08:02:46+00:00,1
10130231,2016-02-18 08:13:46+00:00,1
10150276,2016-02-18 08:10:12+00:00,1
10120381,2016-02-18 08:32:39+00:00,0
10160282,2016-02-18 08:32:39+00:00,0
10179713,2016-02-18 08:32:39+00:00,0
10179978,2016-02-18 08:37:45+00:00,0
10160278,2016-02-18 08:45:20+00:00,0
10180261,2016-02-18 08:49:18+00:00,1
10170400,2016-02-18 08:55:31+00:00,1
10099496,2016-02-18 08:55:31+00:00,0
10097736,2016-02-18 09:05:40+00:00,1
10100558,2016-02-18 09:33:40+00:00,0
10100576,2016-02-18 09:47:43+00:00,0
10070472,2016-02-18 10:26:34+00:00,0
10070447,2016-02-18 10:38:15+00:00,0
10100606,2016-02-18 10:49:43+00:00,0
10090507,2016-02-18 10:57:30+00:00,0
10089854,2016-02-18 11:02:38+00:00,1
10100581,2016-02-18 12:43:20+00:00,0
10100560,2016-02-18 15:21:14+00:00,0
10070453,2016-02-18 18:27:23+00:00,0
10090482,2016-02-18 19:06:41+00:00,0
10150582,2016-02-18 22:34:44+00:00,0
10140657,2016-02-19 03:08:50+00:00,0
10130460,2016-02-19 05:31:23+00:00,0
10120468,2016-02-19 06:37:48+00:00,0
10147213,2016-02-19 07:09:38+00:00,0
10120554,2016-02-19 07:38:03+00:00,0
10140740,2016-02-19 07:38:03+00:00,0
10140629,2016-02-19 08:17:41+00:00,0
10140642,2016-02-19 08:44:19+00:00,0
10110555,2016-02-19 09:00:47+00:00,0
10130429,2016-02-19 09:02:04+00:00,0
10120363,2016-02-19 10:09:15+00:00,0
10119854,2016-02-19 11:32:06+00:00,0
10140577,2016-02-19 11:32:06+00:00,0
10110630,2016-02-19 11:37:18+00:00,1
10150621,2016-02-19 12:08:46+00:00,0
10150434,2016-02-19 12:21:43+00:00,0
10110647,2016-02-19 13:43:55+00:00,0
10150530,2016-02-19 14:12:42+00:00,1
10170498,2016-02-19 14:35:59+00:00,0
10180427,2016-02-19 14:58:17+00:00,0
10180477,2016-02-19 14:58:17+00:00,0
10170600,2016-02-19 15:28:40+00:00,0
10170581,2016-02-19 15:46:39+00:00,0
10159631,2016-02-19 16:01:01+00:00,0
10176282,2016-02-19 16:03:40+00:00,1
10160459,2016-02-19 16:06:14+00:00,1
10170599,2016-02-19 16:04:58+00:00,0
10160472,2016-02-19 16:12:42+00:00,0
10180424,2016-02-19 16:34:40+00:00,0
10149809,2016-02-19 16:31:59+00:00,0
10110541,2016-02-19 16:51:57+00:00,0
10100635,2016-02-19 17:52:57+00:00,1
10089525,2016-02-19 18:21:08+00:00,0
10080702,2016-02-19 18:32:58+00:00,0
10070600,2016-02-19 19:28:39+00:00,0
10149034,2016-02-19 19:32:33+00:00,0
10070637,2016-02-19 19:32:32+00:00,0
10098049,2016-02-19 20:16:00+00:00,0
10120679,2016-02-19 20:26:07+00:00,0
10106909,2016-02-19 20:23:49+00:00,0
10070623,2016-02-19 20:23:49+00:00,0
10110685,2016-02-19 20:26:07+00:00,0
10087248,2016-02-20 08:49:24+00:00,0
10068383,2016-02-20 08:49:24+00:00,0
10070584,2016-02-20 12:52:32+00:00,0
10110751,2016-02-20 14:11:27+00:00,0
9726328,2016-02-21 04:12:45+00:00,0
10090567,2016-02-21 06:39:41+00:00,0
10070773,2016-02-21 06:39:41+00:00,0
10120601,2016-02-21 09:27:15+00:00,0
10080661,2016-02-21 09:51:39+00:00,0
10180674,2016-02-21 12:30:41+00:00,0
10180690,2016-02-21 21:06:59+00:00,0
10160767,2016-02-22 02:45:47+00:00,1
10180639,2016-02-22 02:57:01+00:00,0
10180701,2016-02-22 06:12:58+00:00,0
10180595,2016-02-22 07:26:37+00:00,1
10180657,2016-02-22 08:00:43+00:00,0
10170722,2016-02-22 07:56:54+00:00,0
10150691,2016-02-22 07:56:54+00:00,1
10160787,2016-02-22 08:42:31+00:00,1
10069641,2016-02-22 08:41:15+00:00,0
4545797,2016-02-22 09:29:41+00:00,0
9444909,2016-02-22 09:32:16+00:00,0
7305348,2016-02-22 09:32:16+00:00,0
10070828,2016-02-22 12:04:05+00:00,0
10101069,2016-02-22 14:44:18+00:00,0
10130799,2016-02-22 16:27:27+00:00,1
10101061,2016-02-22 16:40:27+00:00,0
10138252,2016-02-22 16:39:09+00:00,0
10111001,2016-02-22 17:24:07+00:00,0
10110976,2016-02-22 17:24:07+00:00,0
10110883,2016-02-22 19:35:52+00:00,0
10141048,2016-02-22 19:35:52+00:00,0
10160198,2016-02-22 21:02:39+00:00,0
10100978,2016-02-22 21:39:41+00:00,0
10100983,2016-02-22 21:44:41+00:00,1
10110904,2016-02-22 22:33:49+00:00,0
10120963,2016-02-23 01:09:12+00:00,0
10111022,2016-02-23 03:12:38+00:00,0
10090976,2016-02-23 05:15:04+00:00,0
10130827,2016-02-23 07:20:37+00:00,0
10071005,2016-02-23 07:20:37+00:00,0
10101065,2016-02-23 07:39:43+00:00,0
10120910,2016-02-23 07:39:43+00:00,0
10180795,2016-02-23 08:11:54+00:00,0
10180473,2016-02-23 08:11:54+00:00,0
10180907,2016-02-23 08:15:48+00:00,0
10170993,2016-02-23 08:57:46+00:00,0
10160657,2016-02-23 10:20:42+00:00,0
10180776,2016-02-23 10:20:42+00:00,1
10078455,2016-02-23 10:36:22+00:00,0
10044741,2016-02-23 10:36:22+00:00,0
8794630,2016-02-23 11:46:55+00:00,1
9924687,2016-02-23 12:06:08+00:00,0
10079053,2016-02-23 12:28:57+00:00,0
10070944,2016-02-23 13:43:09+00:00,0
10151115,2016-02-23 13:50:19+00:00,0
10111035,2016-02-23 14:28:22+00:00,0
10110002,2016-02-23 14:28:22+00:00,0
10130957,2016-02-23 15:37:20+00:00,1
10176656,2016-02-23 15:37:20+00:00,0
10138200,2016-02-23 15:59:20+00:00,1
10118616,2016-02-23 15:59:20+00:00,0
10137637,2016-02-23 16:00:41+00:00,0
10121101,2016-02-23 16:31:26+00:00,0
10091141,2016-02-23 16:47:43+00:00,0
10161010,2016-02-23 17:16:53+00:00,0
10089749,2016-02-23 17:32:38+00:00,0
10121092,2016-02-23 17:53:39+00:00,0
10121088,2016-02-23 18:04:18+00:00,0
10090664,2016-02-23 18:04:18+00:00,0
10161022,2016-02-23 18:15:11+00:00,0
10100500,2016-02-23 18:28:41+00:00,0
10121103,2016-02-23 18:29:56+00:00,1
10101139,2016-02-23 21:51:52+00:00,1
10080552,2016-02-24 06:22:11+00:00,0
9865588,2016-02-24 06:33:07+00:00,0
9524666,2016-02-24 07:15:37+00:00,0
9375064,2016-02-24 07:22:49+00:00,0
10071305,2016-02-24 07:22:49+00:00,0
10121276,2016-02-24 07:22:49+00:00,0
10141344,2016-02-24 07:36:18+00:00,1
10128858,2016-02-24 07:45:08+00:00,0
10131110,2016-02-24 07:54:35+00:00,1
10150087,2016-02-24 07:54:35+00:00,1
10097405,2016-02-24 08:00:42+00:00,0
10101302,2016-02-24 08:11:42+00:00,0
10091327,2016-02-24 08:15:09+00:00,1
10141358,2016-02-24 08:15:09+00:00,0
10151174,2016-02-24 08:17:35+00:00,0
10091285,2016-02-24 08:17:35+00:00,0
10111326,2016-02-24 08:26:08+00:00,0
10130678,2016-02-24 08:28:39+00:00,0
10131101,2016-02-24 09:53:05+00:00,0
10141376,2016-02-24 09:56:38+00:00,0
10111303,2016-02-24 10:14:38+00:00,0
10141422,2016-02-24 10:20:40+00:00,1
10087882,2016-02-24 10:20:40+00:00,0
10131075,2016-02-24 10:30:08+00:00,1
10121048,2016-02-24 10:49:54+00:00,0
10111224,2016-02-24 11:14:18+00:00,0
10151245,2016-02-24 12:00:41+00:00,0
10139129,2016-02-24 12:27:56+00:00,0
10091280,2016-02-24 12:27:57+00:00,0
10130218,2016-02-24 12:36:23+00:00,0
10234919,2016-02-24 13:34:42+00:00,0
10181093,2016-02-24 13:42:10+00:00,0
10171228,2016-02-24 14:18:53+00:00,1
10181194,2016-02-24 16:03:13+00:00,0
10181209,2016-02-24 16:05:42+00:00,0
10181166,2016-02-24 16:06:58+00:00,0
10170256,2016-02-24 16:26:55+00:00,0
10181137,2016-02-24 16:26:55+00:00,0
8866385,2016-02-24 16:29:23+00:00,0
10097964,2016-02-24 16:30:38+00:00,1
10121454,2016-02-24 16:36:37+00:00,0
10081194,2016-02-24 16:36:37+00:00,0
9914609,2016-02-24 17:13:07+00:00,0
10071302,2016-02-24 17:30:40+00:00,0
10131234,2016-02-24 17:48:53+00:00,0
4767064,2016-02-24 18:04:38+00:00,0
10141523,2016-02-24 18:04:38+00:00,0
10101393,2016-02-24 18:25:43+00:00,0
9807512,2016-02-24 18:25:43+00:00,0
10081293,2016-02-24 18:55:21+00:00,1
10121172,2016-02-24 20:04:38+00:00,1
9236489,2016-02-25 01:54:24+00:00,1
10138130,2016-02-25 06:14:20+00:00,0
10081259,2016-02-25 06:14:20+00:00,0
10111375,2016-02-25 06:36:24+00:00,0
10181271,2016-02-25 07:27:52+00:00,0
10151355,2016-02-25 07:27:52+00:00,0
10171409,2016-02-25 07:27:52+00:00,0
10161312,2016-02-25 07:54:59+00:00,0
10181309,2016-02-25 08:52:42+00:00,0
10091544,2016-02-25 08:58:59+00:00,1
9011402,2016-02-25 08:58:59+00:00,1
10091580,2016-02-25 09:06:29+00:00,0
10121492,2016-02-25 09:47:58+00:00,0
10091504,2016-02-25 09:47:58+00:00,0
10171459,2016-02-25 10:07:45+00:00,0
10141704,2016-02-25 11:53:19+00:00,0
10131388,2016-02-25 13:13:48+00:00,0
10147153,2016-02-25 13:13:48+00:00,0
10178588,2016-02-25 13:26:32+00:00,0
10131336,2016-02-25 15:32:42+00:00,0
10101591,2016-02-25 15:42:44+00:00,0
10091672,2016-02-25 15:42:44+00:00,0
10070996,2016-02-25 15:50:16+00:00,0
9858123,2016-02-25 15:50:16+00:00,0
10081437,2016-02-25 15:52:48+00:00,0
10091602,2016-02-25 15:59:11+00:00,1
10101603,2016-02-25 16:47:55+00:00,0
10101607,2016-02-25 16:52:55+00:00,0
9455229,2016-02-25 17:01:27+00:00,1
10081494,2016-02-25 17:01:27+00:00,0
5456337,2016-02-25 17:01:27+00:00,0
10071539,2016-02-25 17:35:17+00:00,0
10091022,2016-02-25 17:35:17+00:00,0
10151566,2016-02-25 17:39:04+00:00,0
10161523,2016-02-25 17:46:42+00:00,0
10111129,2016-02-25 17:44:09+00:00,0
10134872,2016-02-25 18:39:56+00:00,0
10111585,2016-02-25 19:36:06+00:00,0
10141789,2016-02-25 19:58:08+00:00,0
10111600,2016-02-25 20:06:42+00:00,0
10121392,2016-02-26 10:43:39+00:00,0
10171435,2016-02-26 11:07:30+00:00,0
10150811,2016-02-26 12:41:25+00:00,0
10111629,2016-02-26 12:41:26+00:00,1
10181501,2016-02-26 12:41:25+00:00,0
10111731,2016-02-26 12:56:31+00:00,1
10101738,2016-02-26 12:55:15+00:00,0
10101689,2016-02-26 12:56:31+00:00,0
10180356,2016-02-26 13:15:13+00:00,0
10091742,2016-02-26 13:15:13+00:00,0
10121693,2016-02-26 13:43:59+00:00,0
10071707,2016-02-26 14:34:31+00:00,0
10081591,2016-02-26 14:33:16+00:00,0
10081508,2016-02-26 14:59:46+00:00,0
10121692,2016-02-26 12:55:26+00:00,1
10081581,2016-02-26 16:20:08+00:00,0
10131563,2016-02-26 16:20:08+00:00,0
10081569,2016-02-26 16:21:25+00:00,0
10131292,2016-02-26 17:39:38+00:00,0
10171736,2016-02-26 18:33:12+00:00,0
10090755,2016-02-26 20:13:53+00:00,0
10141261,2016-02-26 20:13:53+00:00,0
10168995,2016-02-27 13:12:08+00:00,0
10081386,2016-02-27 13:31:39+00:00,0
10121758,2016-02-27 13:31:39+00:00,0
10121776,2016-02-27 13:38:32+00:00,0
10131645,2016-02-27 17:00:39+00:00,0
10141959,2016-02-28 01:07:39+00:00,0
10119929,2016-02-28 01:07:39+00:00,1
10071834,2016-02-28 09:36:53+00:00,0
10131709,2016-02-28 12:46:09+00:00,1
10071823,2016-02-28 14:17:06+00:00,0
10110018,2016-02-29 09:32:37+00:00,0
9835713,2016-02-29 09:43:56+00:00,0
10071818,2016-02-29 12:59:31+00:00,0
10161814,2016-02-29 14:46:39+00:00,1
10171778,2016-02-29 14:46:40+00:00,0
10142017,2016-02-29 15:23:40+00:00,0
10071900,2016-02-29 16:11:39+00:00,0
10111935,2016-02-29 17:08:08+00:00,0
9876766,2016-02-29 17:10:37+00:00,0
10151918,2016-02-29 17:13:06+00:00,0
10091982,2016-02-29 17:13:06+00:00,0
10181830,2016-02-29 17:30:24+00:00,0
10142060,2016-02-29 17:38:55+00:00,0
10086683,2016-02-29 18:57:07+00:00,0
10171859,2016-02-29 19:46:42+00:00,0
10091264,2016-02-29 21:41:22+00:00,0
10101996,2016-03-01 01:14:28+00:00,0
10112063,2016-03-01 04:50:12+00:00,0
10181889,2016-03-01 06:23:52+00:00,0
10180899,2016-03-01 07:04:07+00:00,0
8095436,2016-03-01 07:24:41+00:00,0
10121978,2016-03-01 07:52:52+00:00,0
10171936,2016-03-01 08:13:26+00:00,0
10102099,2016-03-01 09:36:12+00:00,0
10079292,2016-03-01 10:14:14+00:00,0
10081880,2016-03-01 11:39:26+00:00,0
10161969,2016-03-01 11:51:46+00:00,0
10161899,2016-03-01 12:03:00+00:00,0
9735788,2016-03-01 12:22:23+00:00,1
7659364,2016-03-01 13:42:36+00:00,0
10172019,2016-03-01 14:07:48+00:00,0
10122035,2016-03-01 14:46:13+00:00,1
10131939,2016-03-01 14:46:13+00:00,0
10081915,2016-03-01 16:16:53+00:00,0
10101935,2016-03-01 16:18:06+00:00,0
10102122,2016-03-01 16:16:53+00:00,0
10162094,2016-03-01 16:15:37+00:00,0
10077673,2016-03-01 16:16:53+00:00,0
10072063,2016-03-01 16:14:22+00:00,1
10112133,2016-03-01 16:49:39+00:00,0
10092109,2016-03-01 16:47:08+00:00,1
10102197,2016-03-01 17:01:39+00:00,0
10092229,2016-03-01 17:15:08+00:00,0
10082043,2016-03-01 17:34:06+00:00,0
10122115,2016-03-01 17:31:38+00:00,0
10112248,2016-03-01 17:31:38+00:00,0
10082019,2016-03-01 17:46:37+00:00,0
10132057,2016-03-01 17:42:50+00:00,0
7064683,2016-03-01 17:57:36+00:00,0
10162143,2016-03-01 17:57:36+00:00,0
10072193,2016-03-01 18:15:55+00:00,0
10136698,2016-03-02 09:52:29+00:00,0
10152166,2016-03-02 09:52:29+00:00,0
10142301,2016-03-02 10:14:38+00:00,0
10082016,2016-03-02 10:14:38+00:00,0
10148657,2016-03-02 11:28:12+00:00,0
9806064,2016-03-02 12:04:52+00:00,1
10132065,2016-03-02 12:28:45+00:00,0
10082060,2016-03-02 05:10:40+00:00,0
10122095,2016-03-02 14:56:43+00:00,0
10092277,2016-03-02 14:56:44+00:00,0
10072282,2016-03-02 15:07:47+00:00,0
10112288,2016-03-02 15:52:25+00:00,0
